number,score1,score2,diff,win,turn_score_1
237622,27,99,72,1,73
237664,28,0,-28,,17
237762,28,4,-24,,17
237860,28,5,-23,,17
237958,28,6,-22,,17
238056,28,7,-21,,17
238154,28,8,-20,,17
238252,28,9,-19,,17
238350,28,10,-18,,17
238448,28,11,-17,,17
238546,28,12,-16,,17
238645,28,13,-15,,18
238743,28,14,-14,,18
238841,28,15,-13,,18
238939,28,16,-12,,18
239037,28,17,-11,,18
239135,28,18,-10,,18
239233,28,19,-9,,18
239331,28,20,-8,,18
239429,28,21,-7,,18
239527,28,22,-6,,18
239626,28,23,-5,,19
239724,28,24,-4,,19
239822,28,25,-3,,19
239920,28,26,-2,,19
240018,28,27,-1,,19
240116,28,28,0,,19
240214,28,29,1,,19
240312,28,30,2,,19
240410,28,31,3,,19
240508,28,32,4,,19
240606,28,33,5,,19
240704,28,34,6,,19
240802,28,35,7,,19
240901,28,36,8,,20
240999,28,37,9,,20
241097,28,38,10,,20
241195,28,39,11,,20
241293,28,40,12,,20
241391,28,41,13,,20
241489,28,42,14,,20
241588,28,43,15,,21
241686,28,44,16,,21
241784,28,45,17,,21
241882,28,46,18,,21
241980,28,47,19,,21
242079,28,48,20,,22
242177,28,49,21,,22
242275,28,50,22,,22
242373,28,51,23,,22
242472,28,52,24,,23
242570,28,53,25,,23
242668,28,54,26,,23
242767,28,55,27,,24
242865,28,56,28,,24
242963,28,57,29,,24
243061,28,58,30,,24
243160,28,59,31,,25
243258,28,60,32,,25
243356,28,61,33,,25
243454,28,62,34,,25
243552,28,63,35,,25
243650,28,64,36,,25
243747,28,65,37,,24
243845,28,66,38,,24
243942,28,67,39,,23
244040,28,68,40,,23
244137,28,69,41,,22
244234,28,70,42,,21
244332,28,71,43,,21
244434,28,72,44,,25
244533,28,73,45,,26
244632,28,74,46,,27
244730,28,75,47,,27
244829,28,76,48,,28
244928,28,77,49,,29
245027,28,78,50,,30
245125,28,79,51,,30
245223,28,80,52,,30
245323,28,81,53,,32
245461,28,82,54,1,72
245559,28,83,55,1,72
245657,28,84,56,1,72
245755,28,85,57,1,72
245853,28,86,58,1,72
245951,28,87,59,1,72
246049,28,88,60,1,72
246147,28,89,61,1,72
246245,28,90,62,1,72
246343,28,91,63,1,72
246441,28,92,64,1,72
246539,28,93,65,1,72
246637,28,94,66,1,72
246735,28,95,67,1,72
246833,28,96,68,1,72
246931,28,97,69,1,72
247029,28,98,70,1,72
247127,28,99,71,1,72
247170,29,0,-29,,17
247268,29,4,-25,,17
247366,29,5,-24,,17
247464,29,6,-23,,17
247562,29,7,-22,,17
247660,29,8,-21,,17
247758,29,9,-20,,17
247856,29,10,-19,,17
247954,29,11,-18,,17
248052,29,12,-17,,17
248150,29,13,-16,,17
248248,29,14,-15,,17
248347,29,15,-14,,18
248445,29,16,-13,,18
248543,29,17,-12,,18
248641,29,18,-11,,18
248739,29,19,-10,,18
248837,29,20,-9,,18
248935,29,21,-8,,18
249033,29,22,-7,,18
249131,29,23,-6,,18
249229,29,24,-5,,18
249328,29,25,-4,,19
249426,29,26,-3,,19
249524,29,27,-2,,19
249622,29,28,-1,,19
249720,29,29,0,,19
249818,29,30,1,,19
249916,29,31,2,,19
250014,29,32,3,,19
250112,29,33,4,,19
250210,29,34,5,,19
250308,29,35,6,,19
250406,29,36,7,,19
250505,29,37,8,,20
250603,29,38,9,,20
250701,29,39,10,,20
250799,29,40,11,,20
250897,29,41,12,,20
250995,29,42,13,,20
251093,29,43,14,,20
251192,29,44,15,,21
251290,29,45,16,,21
251388,29,46,17,,21
251486,29,47,18,,21
251585,29,48,19,,22
251683,29,49,20,,22
251781,29,50,21,,22
251879,29,51,22,,22
251978,29,52,23,,23
252076,29,53,24,,23
252174,29,54,25,,23
252273,29,55,26,,24
252371,29,56,27,,24
252469,29,57,28,,24
252567,29,58,29,,24
252665,29,59,30,,24
252764,29,60,31,,25
252862,29,61,32,,25
252960,29,62,33,,25
253058,29,63,34,,25
253155,29,64,35,,24
253253,29,65,36,,24
253350,29,66,37,,23
253448,29,67,38,,23
253545,29,68,39,,22
253643,29,69,40,,22
253740,29,70,41,,21
253837,29,71,42,,20
253940,29,72,43,,25
254039,29,73,44,,26
254138,29,74,45,,27
254236,29,75,46,,27
254335,29,76,47,,28
254434,29,77,48,,29
254533,29,78,49,,30
254631,29,79,50,,30
254729,29,80,51,,30
254868,29,81,52,1,71
254966,29,82,53,1,71
255064,29,83,54,1,71
255162,29,84,55,1,71
255260,29,85,56,1,71
255358,29,86,57,1,71
255456,29,87,58,1,71
255554,29,88,59,1,71
255652,29,89,60,1,71
255750,29,90,61,1,71
255848,29,91,62,1,71
255946,29,92,63,1,71
256044,29,93,64,1,71
256142,29,94,65,1,71
256240,29,95,66,1,71
256338,29,96,67,1,71
256436,29,97,68,1,71
256534,29,98,69,1,71
256632,29,99,70,1,71
256676,30,0,-30,,17
256774,30,4,-26,,17
256872,30,5,-25,,17
256970,30,6,-24,,17
257068,30,7,-23,,17
257166,30,8,-22,,17
257264,30,9,-21,,17
257362,30,10,-20,,17
257460,30,11,-19,,17
257558,30,12,-18,,17
257656,30,13,-17,,17
257754,30,14,-16,,17
257852,30,15,-15,,17
257951,30,16,-14,,18
258049,30,17,-13,,18
258147,30,18,-12,,18
258245,30,19,-11,,18
258343,30,20,-10,,18
258441,30,21,-9,,18
258539,30,22,-8,,18
258637,30,23,-7,,18
258735,30,24,-6,,18
258833,30,25,-5,,18
258931,30,26,-4,,18
259030,30,27,-3,,19
259128,30,28,-2,,19
259226,30,29,-1,,19
259324,30,30,0,,19
259422,30,31,1,,19
259520,30,32,2,,19
259618,30,33,3,,19
259716,30,34,4,,19
259814,30,35,5,,19
259912,30,36,6,,19
260010,30,37,7,,19
260109,30,38,8,,20
260207,30,39,9,,20
260305,30,40,10,,20
260403,30,41,11,,20
260501,30,42,12,,20
260599,30,43,13,,20
260698,30,44,14,,21
260796,30,45,15,,21
260894,30,46,16,,21
260992,30,47,17,,21
261091,30,48,18,,22
261189,30,49,19,,22
261287,30,50,20,,22
261385,30,51,21,,22
261484,30,52,22,,23
261582,30,53,23,,23
261680,30,54,24,,23
261778,30,55,25,,23
261877,30,56,26,,24
261975,30,57,27,,24
262073,30,58,28,,24
262171,30,59,29,,24
262269,30,60,30,,24
262368,30,61,31,,25
262465,30,62,32,,24
262563,30,63,33,,24
262661,30,64,34,,24
262758,30,65,35,,23
262856,30,66,36,,23
262953,30,67,37,,22
263051,30,68,38,,22
263148,30,69,39,,21
263246,30,70,40,,21
263348,30,71,41,,25
263446,30,72,42,,25
263545,30,73,43,,26
263644,30,74,44,,27
263742,30,75,45,,27
263841,30,76,46,,28
263940,30,77,47,,29
264039,30,78,48,,30
264137,30,79,49,,30
264235,30,80,50,,30
264373,30,81,51,1,70
264471,30,82,52,1,70
264569,30,83,53,1,70
264667,30,84,54,1,70
264765,30,85,55,1,70
264863,30,86,56,1,70
264961,30,87,57,1,70
265059,30,88,58,1,70
265157,30,89,59,1,70
265255,30,90,60,1,70
265353,30,91,61,1,70
265451,30,92,62,1,70
265549,30,93,63,1,70
265647,30,94,64,1,70
265745,30,95,65,1,70
265843,30,96,66,1,70
265941,30,97,67,1,70
266039,30,98,68,1,70
266137,30,99,69,1,70
266181,31,0,-31,,16
266280,31,4,-27,,17
266378,31,5,-26,,17
266476,31,6,-25,,17
266574,31,7,-24,,17
266672,31,8,-23,,17
266770,31,9,-22,,17
266868,31,10,-21,,17
266966,31,11,-20,,17
267064,31,12,-19,,17
267162,31,13,-18,,17
267260,31,14,-17,,17
267358,31,15,-16,,17
267456,31,16,-15,,17
267555,31,17,-14,,18
267653,31,18,-13,,18
267751,31,19,-12,,18
267849,31,20,-11,,18
267947,31,21,-10,,18
268045,31,22,-9,,18
268143,31,23,-8,,18
268241,31,24,-7,,18
268339,31,25,-6,,18
268437,31,26,-5,,18
268535,31,27,-4,,18
268633,31,28,-3,,18
268731,31,29,-2,,18
268830,31,30,-1,,19
268928,31,31,0,,19
269026,31,32,1,,19
269124,31,33,2,,19
269222,31,34,3,,19
269320,31,35,4,,19
269418,31,36,5,,19
269516,31,37,6,,19
269614,31,38,7,,19
269713,31,39,8,,20
269811,31,40,9,,20
269909,31,41,10,,20
270007,31,42,11,,20
270105,31,43,12,,20
270204,31,44,13,,21
270302,31,45,14,,21
270400,31,46,15,,21
270498,31,47,16,,21
270597,31,48,17,,22
270695,31,49,18,,22
270793,31,50,19,,22
270891,31,51,20,,22
270989,31,52,21,,22
271088,31,53,22,,23
271186,31,54,23,,23
271284,31,55,24,,23
271382,31,56,25,,23
271481,31,57,26,,24
271579,31,58,27,,24
271677,31,59,28,,24
271775,31,60,29,,24
271873,31,61,30,,24
271971,31,62,31,,24
272069,31,63,32,,24
272166,31,64,33,,23
272264,31,65,34,,23
272362,31,66,35,,23
272459,31,67,36,,22
272556,31,68,37,,21
272654,31,69,38,,21
272751,31,70,39,,20
272854,31,71,40,,25
272952,31,72,41,,25
273051,31,73,42,,26
273150,31,74,43,,27
273248,31,75,44,,27
273347,31,76,45,,28
273446,31,77,46,,29
273544,31,78,47,,29
273643,31,79,48,,30
273741,31,80,49,,30
273878,31,81,50,1,69
273976,31,82,51,1,69
274074,31,83,52,1,69
274172,31,84,53,1,69
274270,31,85,54,1,69
274368,31,86,55,1,69
274466,31,87,56,1,69
274564,31,88,57,1,69
274662,31,89,58,1,69
274760,31,90,59,1,69
274858,31,91,60,1,69
274956,31,92,61,1,69
275054,31,93,62,1,69
275152,31,94,63,1,69
275250,31,95,64,1,69
275348,31,96,65,1,69
275446,31,97,66,1,69
275544,31,98,67,1,69
275642,31,99,68,1,69
275687,32,0,-32,,16
275785,32,4,-28,,16
275883,32,5,-27,,16
275981,32,6,-26,,16
276080,32,7,-25,,17
276178,32,8,-24,,17
276276,32,9,-23,,17
276374,32,10,-22,,17
276472,32,11,-21,,17
276570,32,12,-20,,17
276668,32,13,-19,,17
276766,32,14,-18,,17
276864,32,15,-17,,17
276962,32,16,-16,,17
277060,32,17,-15,,17
277159,32,18,-14,,18
277257,32,19,-13,,18
277355,32,20,-12,,18
277453,32,21,-11,,18
277551,32,22,-10,,18
277649,32,23,-9,,18
277747,32,24,-8,,18
277845,32,25,-7,,18
277943,32,26,-6,,18
278041,32,27,-5,,18
278139,32,28,-4,,18
278237,32,29,-3,,18
278335,32,30,-2,,18
278433,32,31,-1,,18
278532,32,32,0,,19
278630,32,33,1,,19
278728,32,34,2,,19
278826,32,35,3,,19
278924,32,36,4,,19
279022,32,37,5,,19
279120,32,38,6,,19
279218,32,39,7,,19
279317,32,40,8,,20
279415,32,41,9,,20
279513,32,42,10,,20
279611,32,43,11,,20
279710,32,44,12,,21
279808,32,45,13,,21
279906,32,46,14,,21
280004,32,47,15,,21
280103,32,48,16,,22
280201,32,49,17,,22
280299,32,50,18,,22
280397,32,51,19,,22
280495,32,52,20,,22
280594,32,53,21,,23
280692,32,54,22,,23
280790,32,55,23,,23
280888,32,56,24,,23
280986,32,57,25,,23
281085,32,58,26,,24
281183,32,59,27,,24
281281,32,60,28,,24
281379,32,61,29,,24
281477,32,62,30,,24
281574,32,63,31,,23
281672,32,64,32,,23
281770,32,65,33,,23
281867,32,66,34,,22
281965,32,67,35,,22
282062,32,68,36,,21
282159,32,69,37,,20
282261,32,70,38,,24
282360,32,71,39,,25
282458,32,72,40,,25
282557,32,73,41,,26
282656,32,74,42,,27
282754,32,75,43,,27
282853,32,76,44,,28
282952,32,77,45,,29
283050,32,78,46,,29
283148,32,79,47,,29
283249,32,80,48,,32
283383,32,81,49,1,68
283481,32,82,50,1,68
283579,32,83,51,1,68
283677,32,84,52,1,68
283775,32,85,53,1,68
283873,32,86,54,1,68
283971,32,87,55,1,68
284069,32,88,56,1,68
284167,32,89,57,1,68
284265,32,90,58,1,68
284363,32,91,59,1,68
284461,32,92,60,1,68
284559,32,93,61,1,68
284657,32,94,62,1,68
284755,32,95,63,1,68
284853,32,96,64,1,68
284951,32,97,65,1,68
285049,32,98,66,1,68
285147,32,99,67,1,68
285193,33,0,-33,,16
285291,33,4,-29,,16
285389,33,5,-28,,16
285487,33,6,-27,,16
285585,33,7,-26,,16
285683,33,8,-25,,16
285782,33,9,-24,,17
285880,33,10,-23,,17
285978,33,11,-22,,17
286076,33,12,-21,,17
286174,33,13,-20,,17
286272,33,14,-19,,17
286370,33,15,-18,,17
286468,33,16,-17,,17
286566,33,17,-16,,17
286664,33,18,-15,,17
286763,33,19,-14,,18
286861,33,20,-13,,18
286959,33,21,-12,,18
287057,33,22,-11,,18
287155,33,23,-10,,18
287253,33,24,-9,,18
287351,33,25,-8,,18
287449,33,26,-7,,18
287547,33,27,-6,,18
287645,33,28,-5,,18
287743,33,29,-4,,18
287841,33,30,-3,,18
287939,33,31,-2,,18
288037,33,32,-1,,18
288135,33,33,0,,18
288234,33,34,1,,19
288332,33,35,2,,19
288430,33,36,3,,19
288528,33,37,4,,19
288626,33,38,5,,19
288724,33,39,6,,19
288823,33,40,7,,20
288921,33,41,8,,20
289019,33,42,9,,20
289117,33,43,10,,20
289216,33,44,11,,21
289314,33,45,12,,21
289412,33,46,13,,21
289510,33,47,14,,21
289608,33,48,15,,21
289707,33,49,16,,22
289805,33,50,17,,22
289903,33,51,18,,22
290001,33,52,19,,22
290099,33,53,20,,22
290198,33,54,21,,23
290296,33,55,22,,23
290394,33,56,23,,23
290492,33,57,24,,23
290591,33,58,25,,24
290689,33,59,26,,24
290787,33,60,27,,24
290885,33,61,28,,24
290982,33,62,29,,23
291080,33,63,30,,23
291178,33,64,31,,23
291275,33,65,32,,22
291373,33,66,33,,22
291470,33,67,34,,21
291568,33,68,35,,21
291668,33,69,36,,23
291767,33,70,37,,24
291866,33,71,38,,25
291964,33,72,39,,25
292063,33,73,40,,26
292162,33,74,41,,27
292260,33,75,42,,27
292359,33,76,43,,28
292458,33,77,44,,29
292556,33,78,45,,29
292654,33,79,46,,29
292790,33,80,47,1,67
292888,33,81,48,1,67
292986,33,82,49,1,67
293084,33,83,50,1,67
293182,33,84,51,1,67
293280,33,85,52,1,67
293378,33,86,53,1,67
293476,33,87,54,1,67
293574,33,88,55,1,67
293672,33,89,56,1,67
293770,33,90,57,1,67
293868,33,91,58,1,67
293966,33,92,59,1,67
294064,33,93,60,1,67
294162,33,94,61,1,67
294260,33,95,62,1,67
294358,33,96,63,1,67
294456,33,97,64,1,67
294554,33,98,65,1,67
294652,33,99,66,1,67
294699,34,0,-34,,16
294797,34,4,-30,,16
294895,34,5,-29,,16
294993,34,6,-28,,16
295091,34,7,-27,,16
295189,34,8,-26,,16
295287,34,9,-25,,16
295385,34,10,-24,,16
295484,34,11,-23,,17
295582,34,12,-22,,17
295680,34,13,-21,,17
295778,34,14,-20,,17
295876,34,15,-19,,17
295974,34,16,-18,,17
296072,34,17,-17,,17
296170,34,18,-16,,17
296268,34,19,-15,,17
296366,34,20,-14,,17
296465,34,21,-13,,18
296563,34,22,-12,,18
296661,34,23,-11,,18
296759,34,24,-10,,18
296857,34,25,-9,,18
296955,34,26,-8,,18
297053,34,27,-7,,18
297151,34,28,-6,,18
297249,34,29,-5,,18
297347,34,30,-4,,18
297445,34,31,-3,,18
297543,34,32,-2,,18
297641,34,33,-1,,18
297739,34,34,0,,18
297838,34,35,1,,19
297936,34,36,2,,19
298034,34,37,3,,19
298132,34,38,4,,19
298230,34,39,5,,19
298329,34,40,6,,20
298427,34,41,7,,20
298525,34,42,8,,20
298623,34,43,9,,20
298722,34,44,10,,21
298820,34,45,11,,21
298918,34,46,12,,21
299016,34,47,13,,21
299114,34,48,14,,21
299212,34,49,15,,21
299311,34,50,16,,22
299409,34,51,17,,22
299507,34,52,18,,22
299605,34,53,19,,22
299703,34,54,20,,22
299802,34,55,21,,23
299900,34,56,22,,23
299998,34,57,23,,23
300096,34,58,24,,23
300194,34,59,25,,23
300292,34,60,26,,23
300390,34,61,27,,23
300488,34,62,28,,23
300586,34,63,29,,23
300683,34,64,30,,22
300781,34,65,31,,22
300878,34,66,32,,21
300976,34,67,33,,21
301073,34,68,34,,20
301174,34,69,35,,23
301273,34,70,36,,24
301371,34,71,37,,24
301470,34,72,38,,25
301569,34,73,39,,26
301668,34,74,40,,27
301766,34,75,41,,27
301865,34,76,42,,28
301964,34,77,43,,29
302062,34,78,44,,29
302160,34,79,45,,29
302295,34,80,46,1,66
302393,34,81,47,1,66
302491,34,82,48,1,66
302589,34,83,49,1,66
302687,34,84,50,1,66
302785,34,85,51,1,66
302883,34,86,52,1,66
302981,34,87,53,1,66
303079,34,88,54,1,66
303177,34,89,55,1,66
303275,34,90,56,1,66
303373,34,91,57,1,66
303471,34,92,58,1,66
303569,34,93,59,1,66
303667,34,94,60,1,66
303765,34,95,61,1,66
303863,34,96,62,1,66
303961,34,97,63,1,66
304059,34,98,64,1,66
304157,34,99,65,1,66
304205,35,0,-35,,16
304303,35,4,-31,,16
304401,35,5,-30,,16
304499,35,6,-29,,16
304597,35,7,-28,,16
304695,35,8,-27,,16
304793,35,9,-26,,16
304891,35,10,-25,,16
304989,35,11,-24,,16
305088,35,12,-23,,17
305186,35,13,-22,,17
305284,35,14,-21,,17
305382,35,15,-20,,17
305480,35,16,-19,,17
305578,35,17,-18,,17
305676,35,18,-17,,17
305774,35,19,-16,,17
305872,35,20,-15,,17
305970,35,21,-14,,17
306068,35,22,-13,,17
306166,35,23,-12,,17
306264,35,24,-11,,17
306363,35,25,-10,,18
306461,35,26,-9,,18
306559,35,27,-8,,18
306657,35,28,-7,,18
306755,35,29,-6,,18
306853,35,30,-5,,18
306951,35,31,-4,,18
307049,35,32,-3,,18
307147,35,33,-2,,18
307245,35,34,-1,,18
307344,35,35,0,,19
307442,35,36,1,,19
307540,35,37,2,,19
307638,35,38,3,,19
307736,35,39,4,,19
307835,35,40,5,,20
307933,35,41,6,,20
308031,35,42,7,,20
308129,35,43,8,,20
308227,35,44,9,,20
308326,35,45,10,,21
308424,35,46,11,,21
308522,35,47,12,,21
308620,35,48,13,,21
308718,35,49,14,,21
308817,35,50,15,,22
308915,35,51,16,,22
309013,35,52,17,,22
309111,35,53,18,,22
309209,35,54,19,,22
309307,35,55,20,,22
309406,35,56,21,,23
309504,35,57,22,,23
309602,35,58,23,,23
309700,35,59,24,,23
309798,35,60,25,,23
309896,35,61,26,,23
309994,35,62,27,,23
310091,35,63,28,,22
310189,35,64,29,,22
310286,35,65,30,,21
310384,35,66,31,,21
310482,35,67,32,,21
310582,35,68,33,,23
310680,35,69,34,,23
310779,35,70,35,,24
310877,35,71,36,,24
310976,35,72,37,,25
311075,35,73,38,,26
311173,35,74,39,,26
311272,35,75,40,,27
311371,35,76,41,,28
311469,35,77,42,,28
311567,35,78,43,,28
311667,35,79,44,,30
311800,35,80,45,1,65
311898,35,81,46,1,65
311996,35,82,47,1,65
312094,35,83,48,1,65
312192,35,84,49,1,65
312290,35,85,50,1,65
312388,35,86,51,1,65
312486,35,87,52,1,65
312584,35,88,53,1,65
312682,35,89,54,1,65
312780,35,90,55,1,65
312878,35,91,56,1,65
312976,35,92,57,1,65
313074,35,93,58,1,65
313172,35,94,59,1,65
313270,35,95,60,1,65
313368,35,96,61,1,65
313466,35,97,62,1,65
313564,35,98,63,1,65
313662,35,99,64,1,65
313711,36,0,-36,,16
313809,36,4,-32,,16
313907,36,5,-31,,16
314005,36,6,-30,,16
314103,36,7,-29,,16
314201,36,8,-28,,16
314299,36,9,-27,,16
314397,36,10,-26,,16
314495,36,11,-25,,16
314593,36,12,-24,,16
314692,36,13,-23,,17
314790,36,14,-22,,17
314888,36,15,-21,,17
314986,36,16,-20,,17
315084,36,17,-19,,17
315182,36,18,-18,,17
315280,36,19,-17,,17
315378,36,20,-16,,17
315476,36,21,-15,,17
315574,36,22,-14,,17
315672,36,23,-13,,17
315770,36,24,-12,,17
315868,36,25,-11,,17
315966,36,26,-10,,17
316064,36,27,-9,,17
316162,36,28,-8,,17
316261,36,29,-7,,18
316359,36,30,-6,,18
316457,36,31,-5,,18
316555,36,32,-4,,18
316653,36,33,-3,,18
316751,36,34,-2,,18
316849,36,35,-1,,18
316948,36,36,0,,19
317046,36,37,1,,19
317144,36,38,2,,19
317242,36,39,3,,19
317341,36,40,4,,20
317439,36,41,5,,20
317537,36,42,6,,20
317635,36,43,7,,20
317733,36,44,8,,20
317832,36,45,9,,21
317930,36,46,10,,21
318028,36,47,11,,21
318126,36,48,12,,21
318224,36,49,13,,21
318322,36,50,14,,21
318420,36,51,15,,21
318519,36,52,16,,22
318617,36,53,17,,22
318715,36,54,18,,22
318813,36,55,19,,22
318912,36,56,20,,23
319010,36,57,21,,23
319108,36,58,22,,23
319206,36,59,23,,23
319304,36,60,24,,23
319401,36,61,25,,22
319499,36,62,26,,22
319597,36,63,27,,22
319694,36,64,28,,21
319792,36,65,29,,21
319890,36,66,30,,21
319989,36,67,31,,22
320088,36,68,32,,23
320186,36,69,33,,23
320285,36,70,34,,24
320383,36,71,35,,24
320482,36,72,36,,25
320581,36,73,37,,26
320679,36,74,38,,26
320778,36,75,39,,27
320877,36,76,40,,28
320975,36,77,41,,28
321073,36,78,42,,28
321207,36,79,43,1,64
321305,36,80,44,1,64
321403,36,81,45,1,64
321501,36,82,46,1,64
321599,36,83,47,1,64
321697,36,84,48,1,64
321795,36,85,49,1,64
321893,36,86,50,1,64
321991,36,87,51,1,64
322089,36,88,52,1,64
322187,36,89,53,1,64
322285,36,90,54,1,64
322383,36,91,55,1,64
322481,36,92,56,1,64
322579,36,93,57,1,64
322677,36,94,58,1,64
322775,36,95,59,1,64
322873,36,96,60,1,64
322971,36,97,61,1,64
323069,36,98,62,1,64
323167,36,99,63,1,64
323216,37,0,-37,,15
323315,37,4,-33,,16
323413,37,5,-32,,16
323511,37,6,-31,,16
323609,37,7,-30,,16
323707,37,8,-29,,16
323805,37,9,-28,,16
323903,37,10,-27,,16
324001,37,11,-26,,16
324099,37,12,-25,,16
324197,37,13,-24,,16
324296,37,14,-23,,17
324394,37,15,-22,,17
324492,37,16,-21,,17
324590,37,17,-20,,17
324688,37,18,-19,,17
324786,37,19,-18,,17
324884,37,20,-17,,17
324982,37,21,-16,,17
325080,37,22,-15,,17
325178,37,23,-14,,17
325276,37,24,-13,,17
325374,37,25,-12,,17
325472,37,26,-11,,17
325570,37,27,-10,,17
325668,37,28,-9,,17
325766,37,29,-8,,17
325865,37,30,-7,,18
325963,37,31,-6,,18
326061,37,32,-5,,18
326159,37,33,-4,,18
326257,37,34,-3,,18
326355,37,35,-2,,18
326454,37,36,-1,,19
326552,37,37,0,,19
326650,37,38,1,,19
326748,37,39,2,,19
326846,37,40,3,,19
326945,37,41,4,,20
327043,37,42,5,,20
327141,37,43,6,,20
327239,37,44,7,,20
327337,37,45,8,,20
327435,37,46,9,,20
327534,37,47,10,,21
327632,37,48,11,,21
327730,37,49,12,,21
327828,37,50,13,,21
327926,37,51,14,,21
328024,37,52,15,,21
328123,37,53,16,,22
328221,37,54,17,,22
328319,37,55,18,,22
328417,37,56,19,,22
328516,37,57,20,,23
328614,37,58,21,,23
328712,37,59,22,,23
328809,37,60,23,,22
328907,37,61,24,,22
329005,37,62,25,,22
329102,37,63,26,,21
329200,37,64,27,,21
329298,37,65,28,,21
329395,37,66,29,,20
329495,37,67,30,,22
329594,37,68,31,,23
329692,37,69,32,,23
329791,37,70,33,,24
329889,37,71,34,,24
329988,37,72,35,,25
330087,37,73,36,,26
330185,37,74,37,,26
330284,37,75,38,,27
330382,37,76,39,,27
330480,37,77,40,,27
330579,37,78,41,,28
330712,37,79,42,1,63
330810,37,80,43,1,63
330908,37,81,44,1,63
331006,37,82,45,1,63
331104,37,83,46,1,63
331202,37,84,47,1,63
331300,37,85,48,1,63
331398,37,86,49,1,63
331496,37,87,50,1,63
331594,37,88,51,1,63
331692,37,89,52,1,63
331790,37,90,53,1,63
331888,37,91,54,1,63
331986,37,92,55,1,63
332084,37,93,56,1,63
332182,37,94,57,1,63
332280,37,95,58,1,63
332378,37,96,59,1,63
332476,37,97,60,1,63
332574,37,98,61,1,63
332672,37,99,62,1,63
332722,38,0,-38,,15
332821,38,4,-34,,16
332919,38,5,-33,,16
333017,38,6,-32,,16
333115,38,7,-31,,16
333213,38,8,-30,,16
333311,38,9,-29,,16
333409,38,10,-28,,16
333507,38,11,-27,,16
333605,38,12,-26,,16
333703,38,13,-25,,16
333801,38,14,-24,,16
333899,38,15,-23,,16
333998,38,16,-22,,17
334096,38,17,-21,,17
334194,38,18,-20,,17
334292,38,19,-19,,17
334390,38,20,-18,,17
334488,38,21,-17,,17
334586,38,22,-16,,17
334684,38,23,-15,,17
334782,38,24,-14,,17
334880,38,25,-13,,17
334978,38,26,-12,,17
335076,38,27,-11,,17
335174,38,28,-10,,17
335272,38,29,-9,,17
335370,38,30,-8,,17
335469,38,31,-7,,18
335567,38,32,-6,,18
335665,38,33,-5,,18
335763,38,34,-4,,18
335861,38,35,-3,,18
335960,38,36,-2,,19
336058,38,37,-1,,19
336156,38,38,0,,19
336254,38,39,1,,19
336352,38,40,2,,19
336451,38,41,3,,20
336549,38,42,4,,20
336647,38,43,5,,20
336745,38,44,6,,20
336843,38,45,7,,20
336941,38,46,8,,20
337039,38,47,9,,20
337138,38,48,10,,21
337236,38,49,11,,21
337334,38,50,12,,21
337432,38,51,13,,21
337530,38,52,14,,21
337629,38,53,15,,22
337727,38,54,16,,22
337825,38,55,17,,22
337923,38,56,18,,22
338021,38,57,19,,22
338119,38,58,20,,22
338217,38,59,21,,22
338315,38,60,22,,22
338413,38,61,23,,22
338510,38,62,24,,21
338608,38,63,25,,21
338706,38,64,26,,21
338803,38,65,27,,20
338903,38,66,28,,22
339001,38,67,29,,22
339100,38,68,30,,23
339198,38,69,31,,23
339297,38,70,32,,24
339395,38,71,33,,24
339494,38,72,34,,25
339592,38,73,35,,25
339691,38,74,36,,26
339790,38,75,37,,27
339888,38,76,38,,27
339986,38,77,39,,27
340119,38,78,40,1,62
340217,38,79,41,1,62
340315,38,80,42,1,62
340413,38,81,43,1,62
340511,38,82,44,1,62
340609,38,83,45,1,62
340707,38,84,46,1,62
340805,38,85,47,1,62
340903,38,86,48,1,62
341001,38,87,49,1,62
341099,38,88,50,1,62
341197,38,89,51,1,62
341295,38,90,52,1,62
341393,38,91,53,1,62
341491,38,92,54,1,62
341589,38,93,55,1,62
341687,38,94,56,1,62
341785,38,95,57,1,62
341883,38,96,58,1,62
341981,38,97,59,1,62
342079,38,98,60,1,62
342177,38,99,61,1,62
342228,39,0,-39,,15
342326,39,4,-35,,15
342424,39,5,-34,,15
342523,39,6,-33,,16
342621,39,7,-32,,16
342719,39,8,-31,,16
342817,39,9,-30,,16
342915,39,10,-29,,16
343013,39,11,-28,,16
343111,39,12,-27,,16
343209,39,13,-26,,16
343307,39,14,-25,,16
343405,39,15,-24,,16
343503,39,16,-23,,16
343601,39,17,-22,,16
343699,39,18,-21,,16
343797,39,19,-20,,16
343895,39,20,-19,,16
343994,39,21,-18,,17
344092,39,22,-17,,17
344190,39,23,-16,,17
344288,39,24,-15,,17
344386,39,25,-14,,17
344484,39,26,-13,,17
344582,39,27,-12,,17
344680,39,28,-11,,17
344778,39,29,-10,,17
344876,39,30,-9,,17
344974,39,31,-8,,17
345073,39,32,-7,,18
345171,39,33,-6,,18
345269,39,34,-5,,18
345367,39,35,-4,,18
345465,39,36,-3,,18
345564,39,37,-2,,19
345662,39,38,-1,,19
345760,39,39,0,,19
345858,39,40,1,,19
345956,39,41,2,,19
346055,39,42,3,,20
346153,39,43,4,,20
346251,39,44,5,,20
346349,39,45,6,,20
346447,39,46,7,,20
346545,39,47,8,,20
346643,39,48,9,,20
346742,39,49,10,,21
346840,39,50,11,,21
